,ENSG00000242268.2,ENSG00000259041.1,ENSG00000270112.3,ENSG00000167578.16,ENSG00000078237.5,ENSG00000269416.5,ENSG00000146083.11,ENSG00000158486.13,ENSG00000273639.4,ENSG00000198242.13,ENSG00000231981.3,ENSG00000269475.2,ENSG00000134108.12,ENSG00000261030.1,ENSG00000172137.18,ENSG00000276644.4,ENSG00000240423.1,ENSG00000271616.1,ENSG00000234881.1,ENSG00000236040.1,ENSG00000231105.1,ENSG00000094963.13,ENSG00000182141.9,ENSG00000280143.1,ENSG00000251334.2,ENSG00000231112.1,ENSG00000258610.1,ENSG00000264981.1,ENSG00000275265.1,ENSG00000185105.4,ENSG00000233540.1,ENSG00000102174.8,ENSG00000166391.14,ENSG00000232001.1,ENSG00000270469.1,ENSG00000234253.1,ENSG00000070087.13,ENSG00000262950.1,ENSG00000255420.1,ENSG00000280038.1,ENSG00000153561.12,ENSG00000251538.5,ENSG00000269148.1,ENSG00000253438.2,ENSG00000235411.1,ENSG00000179262.9,ENSG00000278099.1,ENSG00000104833.10,ENSG00000166368.2,ENSG00000206072.12,ENSG00000006695.10,ENSG00000258630.1,ENSG00000187513.8,ENSG00000225269.2,ENSG00000214062.5,ENSG00000095587.8,ENSG00000167700.8,ENSG00000274219.1,ENSG00000254102.1,ENSG00000265096.1,ENSG00000064601.16,ENSG00000227766.1,ENSG00000008517.16,ENSG00000261475.2,ENSG00000229637.3,ENSG00000266644.1,ENSG00000227896.2,ENSG00000214541.3,ENSG00000070081.15,ENSG00000166634.6,ENSG00000275479.1,ENSG00000112309.10,ENSG00000261789.1,ENSG00000254092.1,ENSG00000158480.10,ENSG00000197421.9,ENSG00000280171.1,ENSG00000260900.1,ENSG00000266579.1,ENSG00000278732.1,ENSG00000196167.9,ENSG00000264438.2,ENSG00000254131.1,ENSG00000118972.1,ENSG00000264104.1,ENSG00000179833.4,ENSG00000165312.6,ENSG00000159618.15,ENSG00000064225.12,ENSG00000250571.6,ENSG00000057294.13,ENSG00000226530.1,ENSG00000134709.10,ENSG00000166007.11,ENSG00000171861.10,ENSG00000278923.1,ENSG00000167768.4,ENSG00000273637.1,ENSG00000280159.1,ENSG00000232216.1
GTEX-12WSN-2726-SM-5LZUK,-9.9658,-9.9658,-9.9658,5.6639,2.0912,-9.9658,3.3773,-6.5064,-9.9658,10.6704,-9.9658,-9.9658,5.8349,-9.9658,-2.3147,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,4.656,0.3685,7.4791,-9.9658,-9.9658,0.2998,-9.9658,-9.9658,-5.5735,-9.9658,-3.3076,-5.0116,-9.9658,-9.9658,-9.9658,6.2551,-9.9658,-9.9658,-2.114,3.1062,-9.9658,-9.9658,-5.0116,-9.9658,7.0503,-9.9658,-0.5756,-9.9658,-2.9324,2.9375,-9.9658,5.427,-5.0116,-1.3921,-2.8262,2.7551,-9.9658,-1.8836,-2.9324,6.5511,0.1776,3.5411,-9.9658,-9.9658,-9.9658,-1.685,-9.9658,5.6349,-9.9658,-9.9658,0.0014,-9.9658,-9.9658,1.5366,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.3752,-9.9658,-9.9658,-9.9658,-9.9658,3.832,2.5585,-9.9658,2.0707,3.6136,-2.7274,-1.9379,-2.2447,-9.9658,3.402,-9.9658,0.6969,-3.816,-2.2447,-9.9658
TCGA-RC-A7SB-01,-9.9658,-9.9658,-9.9658,4.8125,1.0363,-1.0862,2.8661,-4.035,-9.9658,8.6105,-9.9658,-9.9658,4.3786,-9.9658,-4.2934,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-1.4699,-0.8339,-9.9658,-9.9658,1.8722,-9.9658,-9.9658,-6.5064,-9.9658,-2.3147,4.4919,-9.9658,-9.9658,-9.9658,3.0376,-9.9658,-9.9658,-9.9658,4.4196,-9.9658,-3.6259,-6.5064,-5.0116,6.0253,-9.9658,0.517,-9.9658,-4.6082,1.4652,-9.9658,2.3704,-9.9658,-9.9658,-5.0116,4.585,-9.9658,-9.9658,-3.1714,8.029,-4.6082,8.5675,-9.9658,-4.2934,-4.6082,-3.816,-9.9658,5.0968,-1.3183,-9.9658,-5.0116,-9.9658,-9.9658,1.1577,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.1779,-9.9658,-9.9658,-9.9658,-9.9658,2.1957,0.9191,-2.114,3.6816,2.5924,4.1002,-9.9658,2.1444,-9.9658,2.2783,-9.9658,-6.5064,-9.9658,-5.0116,-1.4699
GTEX-12584-0926-SM-5FQTN,-9.9658,-9.9658,-1.9379,3.3192,-0.4921,-5.5735,2.7444,-3.0469,-9.9658,8.2251,-9.9658,-9.9658,2.8582,-9.9658,-2.9324,-0.2498,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,4.3569,-0.9686,1.2455,-9.9658,-9.9658,1.7273,-9.9658,-9.9658,-0.9132,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,3.055,-9.9658,-9.9658,-3.0469,2.1411,-9.9658,-3.6259,-9.9658,-9.9658,4.7474,-9.9658,-1.5522,-9.9658,-9.9658,2.1345,-5.5735,4.835,-9.9658,-4.6082,0.9419,1.7912,-9.9658,-6.5064,-2.5479,4.845,0.6699,6.4086,-9.9658,-9.9658,-9.9658,-3.816,-5.0116,3.9337,-9.9658,-9.9658,-2.9324,-9.9658,-9.9658,0.4125,-9.9658,-9.9658,-9.9658,-9.9658,-2.2447,-3.0469,-9.9658,-9.9658,0.7748,-9.9658,1.0573,5.889,-3.0469,2.5388,2.5213,4.5142,-2.5479,-1.8314,-9.9658,1.9712,-9.9658,0.9268,-5.0116,-2.7274,-9.9658
GTEX-132AR-2426-SM-5IFFD,-2.114,-9.9658,-9.9658,5.1019,1.3567,-9.9658,5.3067,-2.8262,-9.9658,10.1177,-9.9658,-9.9658,5.4084,-9.9658,-0.6873,-0.0277,-9.9658,-9.9658,-9.9658,-9.9658,-3.3076,3.5136,1.6187,3.9012,-9.9658,-9.9658,0.2522,-9.9658,-9.9658,-1.7322,-9.9658,-4.6082,1.7141,-9.9658,-9.9658,-9.9658,5.6739,-9.9658,-9.9658,-1.5522,3.8411,-9.9658,-0.7108,-5.0116,-4.035,6.3232,-9.9658,0.3796,-9.9658,-9.9658,2.982,-9.9658,2.7401,-3.816,-9.9658,-0.6416,3.0498,-9.9658,-3.816,-2.7274,7.0803,0.044,6.2485,-9.9658,-9.9658,-1.3921,-0.0574,-1.8314,6.3796,-4.035,-9.9658,0.4552,-9.9658,-9.9658,2.824,-0.2671,-9.9658,-9.9658,-9.9658,-9.9658,3.8511,-9.9658,-9.9658,-9.9658,-9.9658,2.876,3.4251,1.2209,4.1539,3.7582,4.0109,-9.9658,3.0181,-9.9658,3.5994,-9.9658,0.8805,-3.0469,-1.9942,-9.9658
TCGA-CM-6164-01,-9.9658,-9.9658,-9.9658,4.9435,2.6487,2.2872,5.2803,0.537,-9.9658,10.6603,-9.9658,-9.9658,5.1551,-9.9658,1.0433,0.9716,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-1.3548,1.8036,2.5924,-9.9658,-9.9658,1.683,-9.9658,-3.6259,1.3679,-2.3147,-2.8262,2.8117,-9.9658,-9.9658,-9.9658,5.3104,-9.9658,-9.9658,-3.0469,4.8197,-9.9658,-2.7274,-3.816,-3.816,7.2401,-9.9658,-1.9379,-9.9658,-9.9658,3.2034,-5.0116,2.9394,-9.9658,-9.9658,-2.8262,4.208,-9.9658,-4.2934,-1.9942,8.855,1.5709,10.0307,-9.9658,-9.9658,-2.8262,-1.4305,-9.9658,5.1895,-9.9658,1.9302,-4.035,-9.9658,-9.9658,4.6468,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.0469,-9.9658,-9.9658,-9.9658,-9.9658,2.9013,2.4412,1.1833,0.2998,3.0774,5.0304,-9.9658,3.7794,-9.9658,3.245,-9.9658,-5.5735,-9.9658,-9.9658,3.5959
GTEX-132Q8-3026-SM-5PNVG,-9.9658,-9.9658,0.6608,6.0503,1.5854,-1.9942,4.9284,-3.3076,-9.9658,8.6801,-9.9658,-9.9658,5.2457,-9.9658,4.3958,-0.9971,-5.0116,-9.9658,-9.9658,-9.9658,-3.0469,1.0711,1.642,2.727,-9.9658,-9.9658,2.3564,-9.9658,-9.9658,1.5415,-9.9658,-1.3183,-4.6082,-9.9658,-2.1779,-4.035,7.5445,-9.9658,-9.9658,-1.5951,3.2374,-9.9658,-4.035,-9.9658,-9.9658,6.1473,0.8883,8.6769,-9.9658,-9.9658,1.8918,-9.9658,3.8421,-9.9658,-9.9658,0.4016,4.441,-9.9658,-2.5479,-3.458,6.2858,1.2147,2.2783,-9.9658,-3.1714,-4.2934,-0.9686,-2.7274,4.2165,-9.9658,0.6332,2.3536,-9.9658,1.2576,4.7523,-0.1031,-9.9658,-9.9658,-9.9658,-9.9658,-0.1187,-9.9658,-1.7809,-9.9658,-9.9658,1.9527,2.3337,-1.8836,2.9128,3.9838,0.044,-1.2142,2.299,-9.9658,2.9013,-9.9658,-1.6394,-9.9658,-3.1714,-9.9658
TCGA-09-0369-01,-9.9658,-9.9658,-9.9658,5.5808,3.4437,0.679,6.2917,-0.0425,-9.9658,9.8071,-9.9658,-5.5735,4.3751,-9.9658,0.7832,0.9493,-1.685,-9.9658,-9.9658,-9.9658,-1.3548,-2.3147,0.099,0.9115,-9.9658,-9.9658,2.4779,-9.9658,-3.3076,-3.6259,-9.9658,-4.2934,-9.9658,-9.9658,-5.5735,-9.9658,8.156,-9.9658,-9.9658,-3.1714,4.5311,-9.9658,-0.7588,-4.035,-3.6259,6.7307,-9.9658,4.359,-9.9658,-9.9658,3.5718,-9.9658,3.7345,-9.9658,-9.9658,-2.3147,5.823,-9.9658,-6.5064,-4.6082,7.3168,0.8961,6.1651,-9.9658,-9.9658,0.2277,-1.2481,-1.0862,4.7709,-4.6082,2.1378,-3.1714,-9.9658,-0.9406,3.1377,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,0.8805,-9.9658,-2.114,-6.5064,-9.9658,3.981,2.4623,-4.6082,1.0007,4.2119,4.2766,-3.816,0.7058,-9.9658,3.8749,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658
GTEX-RM2N-0626-SM-48FD6,-9.9658,-9.9658,-9.9658,4.7544,2.0946,-9.9658,4.5626,-6.5064,-9.9658,10.0129,-9.9658,-9.9658,5.3789,-9.9658,1.2992,0.1903,-3.0469,-9.9658,-9.9658,-9.9658,-2.5479,4.9069,1.3283,8.3898,-9.9658,-9.9658,2.7227,-9.9658,-9.9658,-9.9658,-2.2447,-0.9971,-3.816,-9.9658,-9.9658,-3.6259,5.5738,-9.9658,-9.9658,-0.3566,3.6691,-9.9658,-0.9406,-5.5735,-9.9658,7.0108,-9.9658,2.2113,-9.9658,-9.9658,3.2496,-9.9658,4.4476,-3.6259,-9.9658,-1.9379,3.1377,-9.9658,-3.1714,-1.1811,6.3516,-0.2498,4.9213,-9.9658,-9.9658,-0.3022,0.099,-9.9658,5.2068,-9.9658,1.3051,-0.9132,-9.9658,-9.9658,2.2051,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.1776,-9.9658,-9.9658,-9.9658,-9.9658,3.1245,2.9013,-3.816,1.5563,3.8023,-0.5973,-2.3147,-3.6259,-9.9658,3.6657,-9.9658,-1.5951,-9.9658,-3.3076,-9.9658
TARGET-50-PAJMIZ-01,-9.9658,-9.9658,-5.5735,3.9874,2.3926,1.9111,4.9482,-2.4659,-9.9658,11.0502,-3.816,-9.9658,5.3657,-5.5735,-5.0116,4.8846,-3.6259,-9.9658,-4.2934,-9.9658,-2.9324,-4.6082,1.7617,0.044,-2.114,-9.9658,-0.1345,-9.9658,-9.9658,-6.5064,-2.4659,-2.7274,-6.5064,-9.9658,-3.3076,-9.9658,7.6909,-9.9658,-9.9658,-1.5105,4.251,-9.9658,-4.035,-5.5735,-5.0116,5.9561,-9.9658,2.8462,-6.5064,-9.9658,2.7931,-2.5479,1.5064,-9.9658,-5.5735,1.8879,3.1011,-5.5735,-9.9658,-9.9658,5.4047,-1.0862,5.176,-9.9658,-9.9658,-0.8599,-1.3548,-4.2934,5.3893,-9.9658,1.8242,-2.9324,-6.5064,-9.9658,1.9675,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,0.044,-9.9658,-9.9658,-9.9658,-9.9658,4.1579,3.7204,-4.6082,1.4494,4.3263,0.1257,-2.2447,2.118,-5.0116,3.4075,-9.9658,-9.9658,-9.9658,-4.035,-9.9658
GTEX-ZYW4-1426-SM-5SIAX,-1.9942,-9.9658,-5.5735,4.8978,1.7185,-9.9658,4.6059,-9.9658,-9.9658,9.8116,-9.9658,-9.9658,5.0409,-9.9658,-0.9971,-0.6193,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,5.142,1.8683,6.8798,-9.9658,-9.9658,2.6464,-9.9658,-9.9658,-9.9658,-9.9658,-1.9942,-9.9658,-9.9658,-3.816,-1.685,5.5236,-9.9658,-9.9658,0.2881,3.074,-9.9658,0.1776,-3.6259,-9.9658,6.5726,-9.9658,-0.8863,-9.9658,-9.9658,2.8462,-9.9658,4.8768,-9.9658,-2.6349,-1.7322,2.7357,-9.9658,-4.035,-4.035,6.0832,1.3283,5.6002,-9.9658,-9.9658,-9.9658,0.1519,-9.9658,4.9213,-9.9658,-9.9658,0.1776,-9.9658,-9.9658,1.4808,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.517,-9.9658,-2.3884,-9.9658,-9.9658,3.4504,2.5731,-2.3147,2.2513,4.2987,-2.9324,-3.1714,-2.3884,-9.9658,3.6289,-9.9658,1.4652,-9.9658,-2.9324,-9.9658
TCGA-EA-A44S-01,-3.0469,-9.9658,-9.9658,5.4323,2.004,-9.9658,3.4765,-3.6259,-9.9658,10.4128,-9.9658,-0.2159,5.302,-9.9658,1.7446,-2.5479,-5.5735,-9.9658,-9.9658,-9.9658,-3.3076,-2.8262,-0.3566,1.6649,-9.9658,-9.9658,0.5859,-9.9658,-9.9658,-5.5735,-9.9658,-4.035,-3.458,-1.3183,-9.9658,-9.9658,4.5268,-9.9658,-9.9658,0.5666,3.5262,-6.5064,-2.4659,-1.8314,-4.6082,7.6581,-9.9658,-5.0116,-9.9658,-1.9942,1.9859,-9.9658,-0.6643,-2.3147,-9.9658,2.1988,3.5947,-9.9658,-3.458,-5.0116,6.3632,0.9038,7.5481,-9.9658,-9.9658,-3.6259,-1.0862,-9.9658,4.4196,2.8158,3.3591,-2.9324,-9.9658,-9.9658,2.5288,-2.5479,-9.9658,-9.9658,-2.7274,-9.9658,1.177,-9.9658,-9.9658,-5.5735,-9.9658,4.5286,2.9562,-0.3201,1.6604,3.8581,-1.1488,-9.9658,3.603,-9.9658,3.2587,-9.9658,7.667,-9.9658,-6.5064,-0.0277
GTEX-ZT9X-1826-SM-57WDU,-9.9658,-9.9658,0.2522,4.041,2.7572,-9.9658,3.8935,-6.5064,-9.9658,9.5338,-9.9658,-9.9658,6.1033,-9.9658,-2.7274,-0.2498,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,3.1327,1.5612,0.1519,-9.9658,-9.9658,0.4447,-9.9658,-0.3752,4.232,-9.9658,-6.5064,-4.6082,-9.9658,-4.035,-9.9658,7.4217,-9.9658,-9.9658,-3.458,4.8309,-9.9658,-3.0469,-4.035,-4.6082,8.8677,-9.9658,4.4562,-9.9658,-4.2934,4.9098,-9.9658,3.8064,-3.816,-9.9658,-2.5479,3.3925,-9.9658,-9.9658,-9.9658,5.4159,-1.2142,7.0802,-9.9658,-9.9658,-4.2934,-1.6394,-2.7274,4.9919,-9.9658,-9.9658,-1.685,-9.9658,-9.9658,3.091,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.2142,-9.9658,-9.9658,-9.9658,-9.9658,2.8641,4.0867,-4.035,3.5047,3.1129,2.3106,-9.9658,-3.3076,-9.9658,4.1194,-9.9658,0.2154,-9.9658,-4.035,-9.9658
TCGA-EL-A4JZ-01,-0.013,-9.9658,-9.9658,5.7266,2.3898,-3.458,4.4996,-9.9658,-9.9658,10.0259,-9.9658,-9.9658,5.7963,-5.0116,-0.9971,-2.7274,-4.035,-9.9658,-9.9658,-9.9658,-2.114,-0.4921,1.6093,2.1925,-9.9658,-9.9658,3.1278,-9.9658,-9.9658,-5.5735,-9.9658,4.1962,-9.9658,-4.035,-3.816,-9.9658,6.0043,-3.458,-9.9658,-2.5479,3.0825,-9.9658,-1.6394,-3.458,-9.9658,6.5811,-9.9658,-2.114,-9.9658,-9.9658,2.0465,-9.9658,5.9155,-6.5064,-4.6082,-2.3884,4.6826,-9.9658,-5.0116,-4.035,7.0348,2.8779,7.5718,-9.9658,-9.9658,-1.5522,-1.3921,-9.9658,5.7041,-9.9658,3.2796,-1.9942,-9.9658,-9.9658,2.685,0.1648,-9.9658,-9.9658,-9.9658,-9.9658,0.3573,-9.9658,-3.458,-9.9658,-9.9658,3.8818,3.8095,0.9642,1.7053,3.4183,1.6327,-1.9379,2.8819,-9.9658,3.4371,-9.9658,-5.5735,-9.9658,-3.3076,1.9415
GTEX-UJMC-0526-SM-3GAE3,-9.9658,-9.9658,0.7233,4.0091,1.7575,-0.9686,3.5706,-0.5756,-9.9658,8.7395,-9.9658,-9.9658,5.1182,-9.9658,-2.1779,-0.7346,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,5.0704,0.2881,2.6019,-9.9658,-9.9658,1.3735,-9.9658,-9.9658,1.3623,-9.9658,-4.6082,-3.458,-9.9658,-4.2934,-4.2934,4.3772,-9.9658,-9.9658,-1.7809,4.435,-9.9658,-2.3147,-9.9658,-9.9658,6.5773,-9.9658,-0.4325,-9.9658,-5.0116,4.1417,-9.9658,4.3442,-5.5735,-9.9658,-0.3022,3.5461,-9.9658,-9.9658,-0.2328,6.0124,-0.5756,3.5161,-9.9658,-9.9658,-9.9658,-1.7809,-9.9658,5.4016,-5.0116,-9.9658,-1.7809,-5.5735,-9.9658,1.8363,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-1.685,-9.9658,-0.6193,-9.9658,-9.9658,2.0183,3.6669,-5.5735,4.4693,3.1079,7.6231,-9.9658,0.2762,-9.9658,3.3119,-9.9658,2.0878,-9.9658,-4.2934,-9.9658
TCGA-IN-7808-01,-9.9658,-9.9658,-3.816,5.1425,2.5585,-0.0277,5.5601,0.3573,-9.9658,10.0001,-3.1714,-9.9658,4.2736,-4.035,-1.3548,1.2147,-6.5064,-9.9658,-3.3076,-3.0469,-0.0574,0.6239,3.309,2.1606,-9.9658,-9.9658,1.46,-9.9658,-0.5125,-1.1172,-9.9658,-3.6259,-1.3921,-9.9658,-2.3147,-9.9658,3.3591,-9.9658,-9.9658,-2.1779,2.8482,-9.9658,1.0079,-1.6394,-4.2934,6.594,-9.9658,0.5955,-9.9658,-9.9658,3.4007,-3.1714,2.9319,-9.9658,-1.0559,2.4831,2.4675,-9.9658,-5.0116,-9.9658,6.4782,1.0293,7.5802,-9.9658,1.1117,1.177,-2.4659,-2.3884,4.9964,-9.9658,-9.9658,-2.3884,-9.9658,-4.035,3.3134,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,1.7141,-9.9658,-0.8599,-2.0529,-5.5735,3.4622,2.6208,3.0305,0.9862,3.5608,4.1859,-1.9379,1.2815,-9.9658,2.6441,-9.9658,-1.3548,-9.9658,-6.5064,2.3508
GTEX-RU1J-0006-SM-2TF6M,-9.9658,-9.9658,-5.5735,6.8295,3.0654,-9.9658,5.7469,-4.035,-9.9658,9.1581,-9.9658,-9.9658,5.1165,-2.114,-1.4699,1.9895,-9.9658,-9.9658,-9.9658,-9.9658,-0.8339,-2.0529,0.3685,-0.013,-9.9658,-9.9658,2.0289,-9.9658,-9.9658,-4.6082,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,0.03,-9.9658,-9.9658,-3.1714,3.7378,-9.9658,-1.7322,-9.9658,-9.9658,5.4135,-9.9658,0.2998,-9.9658,-9.9658,1.8282,-9.9658,-2.3147,-9.9658,-9.9658,-3.3076,2.2019,-9.9658,-9.9658,-9.9658,7.8048,3.7171,7.5038,-9.9658,-9.9658,-0.1345,-3.0469,-1.4305,3.9412,-9.9658,3.0723,-2.3884,-9.9658,-9.9658,2.6693,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,2.2901,2.8482,0.517,4.3569,3.5249,-0.8339,-9.9658,-1.685,-9.9658,2.5707,-9.9658,0.5859,-9.9658,-1.8836,0.044
TCGA-CV-A6K0-01,-9.9658,-9.9658,-2.3884,5.2358,3.0825,-4.6082,4.7565,-2.1779,-9.9658,9.8343,-9.9658,-4.6082,5.7288,-4.6082,-0.2671,-2.2447,-4.2934,-9.9658,-9.9658,-9.9658,-3.3076,4.7066,1.4228,1.4228,-9.9658,-9.9658,3.1637,-9.9658,-2.2447,-0.4719,-2.9324,-1.7322,-5.5735,-9.9658,-9.9658,-9.9658,6.1783,-9.9658,-5.5735,-1.7322,3.7421,-5.5735,-1.1811,-2.8262,-4.035,6.546,-9.9658,-1.2481,-9.9658,3.5779,3.1162,-9.9658,2.7205,-1.9942,-4.2934,-0.2845,4.0287,-9.9658,-3.458,-9.9658,7.0909,-0.2845,9.2541,-9.9658,-3.458,-3.0469,-2.0529,-9.9658,6.2174,-3.3076,1.5902,-1.9379,-9.9658,-9.9658,2.6783,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,0.6608,-9.9658,-9.9658,-9.9658,-9.9658,4.0401,3.4371,1.2147,2.685,3.4971,3.2692,-2.9324,3.2602,-9.9658,3.5362,-9.9658,4.7236,-4.6082,-6.5064,-2.1779
GTEX-Y114-1926-SM-4TT8J,-3.816,-9.9658,-9.9658,4.7804,2.5238,-5.5735,4.0679,-3.816,-9.9658,10.3957,-2.3147,-9.9658,5.3789,-9.9658,1.3397,-0.394,-9.9658,-9.9658,-3.6259,-9.9658,-1.9379,4.0532,1.3051,7.4568,-9.9658,-9.9658,0.3115,-9.9658,-9.9658,-2.9324,-9.9658,-2.9324,-9.9658,-9.9658,-2.5479,-9.9658,5.8669,-9.9658,-9.9658,1.7489,3.6623,-3.816,-0.9971,-5.5735,-3.816,6.6815,-9.9658,2.0844,-9.9658,-9.9658,2.7679,-9.9658,5.2536,-3.458,-9.9658,-2.4659,3.136,-9.9658,-2.2447,-0.7588,6.7714,-0.3752,3.9431,-9.9658,-9.9658,-1.7809,-0.8084,-0.5973,5.2064,-9.9658,1.0642,0.7058,-9.9658,-9.9658,1.8879,-9.9658,-9.9658,-9.9658,-9.9658,-0.3566,2.5462,-9.9658,-1.0559,-9.9658,-9.9658,3.309,3.3952,-4.6082,1.7532,4.1409,0.4865,-0.6416,-4.6082,-9.9658,3.4556,-9.9658,1.7786,-9.9658,-4.035,-9.9658
TCGA-24-1419-01,-9.9658,-9.9658,-4.035,6.1381,3.1475,1.4011,5.6485,-1.4699,-9.9658,9.1724,-5.0116,-9.9658,5.4754,-9.9658,4.0636,1.8484,-2.0529,-9.9658,-9.9658,-9.9658,-5.5735,-3.458,2.236,-0.8599,-9.9658,-9.9658,1.884,-9.9658,-9.9658,-6.5064,-3.0469,-2.3884,-0.6643,-3.0469,-9.9658,-9.9658,8.4716,-9.9658,-6.5064,-4.035,4.5355,-4.2934,-3.0469,-4.2934,-5.5735,7.0069,-9.9658,-0.6643,-9.9658,-9.9658,3.0252,-4.035,4.3399,-9.9658,-9.9658,-2.2447,4.1027,-9.9658,-9.9658,-5.0116,7.7935,0.9568,3.8749,-9.9658,-2.2447,0.0854,-1.5105,-0.2498,5.5123,-9.9658,0.8805,-4.2934,-9.9658,-2.114,3.2587,-5.5735,-5.5735,-9.9658,-3.6259,-3.1714,4.2781,-9.9658,-4.035,-9.9658,-9.9658,3.8451,4.4726,-4.2934,3.0411,5.347,4.6381,-9.9658,2.578,-9.9658,3.1653,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658
TCGA-S6-A8JY-01,-5.0116,-9.9658,-2.1779,5.1314,5.1989,2.3077,6.4454,0.8805,-4.6082,10.7557,-9.9658,-1.5951,5.7096,-0.3201,-3.458,-1.2142,-4.6082,-9.9658,-9.9658,-9.9658,-1.1172,0.3685,2.4649,0.8647,-9.9658,-9.9658,3.4907,-9.9658,-3.1714,-4.2934,-3.816,-4.035,-4.6082,-9.9658,-3.6259,-9.9658,5.5361,-9.9658,-6.5064,-1.0262,3.8571,1.3454,-0.5543,-3.1714,-1.8836,7.1321,-9.9658,7.2272,-9.9658,-9.9658,3.2189,-9.9658,3.2313,-9.9658,-9.9658,2.5011,1.9377,-4.6082,-4.6082,-4.6082,6.9749,0.9343,6.6551,-9.9658,-2.0529,-1.8314,-0.6643,-0.4921,4.6543,-0.7108,-0.7834,1.8078,-6.5064,-9.9658,2.9637,-3.458,-9.9658,-9.9658,-1.8836,-9.9658,-3.816,-9.9658,-4.035,-2.9324,-9.9658,3.4318,3.1294,1.3397,-0.5756,3.245,3.0358,-0.7108,1.5998,-9.9658,4.1612,-9.9658,-9.9658,-9.9658,-9.9658,6.0253
GTEX-ZF3C-2026-SM-4WWB5,-9.9658,-9.9658,-4.035,4.2781,-0.9686,-5.5735,4.5778,-4.2934,-9.9658,9.6963,-9.9658,-9.9658,3.4451,-9.9658,-1.2828,0.4761,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,3.4958,1.8036,1.9527,-9.9658,-9.9658,2.0638,-9.9658,-9.9658,-3.3076,-9.9658,-5.5735,-4.6082,-9.9658,-9.9658,-9.9658,4.3046,-9.9658,-9.9658,-2.114,1.9638,-9.9658,-0.5756,-6.5064,-9.9658,5.0845,-9.9658,0.5069,-5.0116,-9.9658,1.5216,-5.5735,2.0707,-3.6259,-2.6349,-1.8314,3.7582,-9.9658,-3.1714,-1.8836,5.9524,1.2271,8.1635,-9.9658,-9.9658,-1.3548,-0.2845,-2.8262,6.7704,-5.0116,-9.9658,-0.1993,-9.9658,-9.9658,1.4281,-2.9324,-9.9658,-9.9658,-9.9658,-9.9658,2.2931,-9.9658,-1.8836,-9.9658,-9.9658,2.6828,1.5661,-0.6193,3.2158,3.7909,3.0995,-3.816,3.4398,-9.9658,2.59,-9.9658,0.2154,-9.9658,-5.0116,-9.9658
TARGET-50-PAJLTI-01,-2.3147,-9.9658,-3.0469,3.9308,2.4412,1.692,5.8079,-1.9379,-9.9658,10.5051,-9.9658,-5.0116,5.591,-9.9658,-0.8599,6.8427,-2.3884,-9.9658,-9.9658,-9.9658,-4.035,-2.114,2.7805,-0.8599,-9.9658,-9.9658,2.8321,-9.9658,-2.2447,-3.816,-9.9658,-3.1714,-9.9658,-9.9658,-2.2447,-9.9658,7.3255,-9.9658,-9.9658,-2.3147,4.9093,-4.2934,-1.8314,-3.458,-9.9658,6.8447,-9.9658,3.623,-5.0116,-9.9658,3.8157,-5.0116,3.7138,-5.5735,-4.2934,0.3685,3.1653,-9.9658,-6.5064,-9.9658,5.6047,-1.5522,6.1965,-9.9658,-9.9658,-2.7274,-1.4305,-3.0469,5.4067,-9.9658,-9.9658,-0.8084,-9.9658,-2.0529,3.1987,-3.6259,-3.0469,-9.9658,-9.9658,-9.9658,-0.2498,-9.9658,-9.9658,-2.5479,-9.9658,4.4713,3.0127,0.517,3.0893,3.5212,3.3717,-2.3147,3.4945,-9.9658,3.4061,-9.9658,-4.2934,-9.9658,-9.9658,-2.114
